policy_id,customer_id,agent_id,policy_type,region,start_date,end_date,premium_amount,status,payment_method,auto_renew
POL000238,CUST007728,AGT08864,Commercial,Saskatchewan,2025-06-29,2026-06-29,5002.99,Renewed,PAD,Yes
POL000239,CUST004705,AGT00943,Commercial,Quebec,2021-04-30,2022-04-30,1469.88,Cancelled,Cheque,Yes
POL000240,CUST006483,AGT00849,Life,Saskatchewan,2025-07-29,2026-07-29,440.63,Renewed,PAD,No
POL000241,CUST004798,AGT04455,Commercial,Saskatchewan,2021-02-23,2022-02-23,3319.79,Renewed,Credit Card,No
POL000242,CUST007494,AGT00031,Commercial,Manitoba,2025-12-15,2026-12-15,4709.61,Lapsed,Cheque,No
POL000243,CUST001282,AGT08283,Life,Manitoba,2025-02-12,2026-02-12,3859.11,Renewed,Cheque,Yes
POL000244,CUST005399,AGT00182,Tenant,Alberta,2023-06-25,2024-06-24,4819.43,Lapsed,Cheque,Yes
POL000245,CUST007930,AGT01707,Commercial,Quebec,2023-04-21,2024-04-20,7990.54,Lapsed,EFT,No
POL000246,CUST001877,AGT00528,Life,Alberta,2025-04-09,2026-04-09,2897.7,Lapsed,PAD,Yes
POL000247,CUST005532,AGT09682,Auto,Ontario,2021-08-26,2022-08-26,1344.8,Renewed,Cheque,No
POL000248,CUST002117,AGT08655,Tenant,Saskatchewan,2021-02-10,2022-02-10,6301.83,Active,PAD,Yes
POL000249,CUST002036,AGT07370,Farm,Ontario,2021-06-18,2022-06-18,5791.49,Renewed,Credit Card,No
POL000250,CUST002935,AGT00849,Auto,Quebec,2023-02-14,2024-02-14,1153.08,Active,Credit Card,No
POL000251,CUST004545,AGT08437,Auto,Manitoba,2022-06-10,2023-06-10,1532.12,Lapsed,Credit Card,Yes
POL000252,CUST000283,AGT02367,Farm,Alberta,2021-10-21,2022-10-21,7318.57,Lapsed,EFT,Yes
POL000253,CUST003963,AGT06973,Farm,Quebec,2021-04-09,2022-04-09,4751.51,Renewed,Cheque,No
POL000254,CUST005981,AGT08284,Commercial,Manitoba,2021-08-01,2022-08-01,6367.88,Renewed,PAD,No
POL000255,CUST006611,AGT00445,Commercial,Manitoba,2021-02-02,2022-02-02,3943.44,Renewed,Cheque,No
POL000256,CUST005878,AGT09549,Tenant,Manitoba,2025-07-02,2026-07-02,5691.9,Lapsed,Credit Card,No
POL000257,CUST000902,AGT00131,Farm,Manitoba,2021-08-10,2022-08-10,996.02,Renewed,PAD,Yes
POL000258,CUST002704,AGT07513,Home,Manitoba,2022-04-13,2023-04-13,846.74,Lapsed,EFT,No
POL000259,CUST000905,AGT07930,Commercial,Ontario,2025-01-12,2026-01-12,4253.95,Active,PAD,No
POL000260,CUST003095,AGT00353,Commercial,Alberta,2025-09-05,2026-09-05,5340.53,Renewed,Credit Card,Yes
POL000261,CUST002796,AGT00907,Commercial,Ontario,2022-12-29,2023-12-29,4510.38,Lapsed,Credit Card,No
POL000262,CUST001308,AGT06866,Tenant,Alberta,2024-01-02,2025-01-01,6359.26,Lapsed,Cheque,No
POL000263,CUST001697,AGT04499,Home,British Columbia,2022-09-21,2023-09-21,7137.03,Cancelled,Cheque,Yes
POL000264,CUST004188,AGT07483,Commercial,Alberta,2021-04-26,2022-04-26,4112.69,Renewed,EFT,Yes
POL000265,CUST004013,AGT09533,Home,British Columbia,2022-10-04,2023-10-04,6693.86,Active,EFT,Yes
POL000266,CUST000500,AGT00157,Commercial,Saskatchewan,2021-11-27,2022-11-27,1949.44,Renewed,Cheque,No
POL000267,CUST003645,AGT00055,Home,Alberta,2022-04-23,2023-04-23,1404.65,Renewed,PAD,No
POL000268,CUST001118,AGT02186,Tenant,Manitoba,2024-08-20,2025-08-20,7393.65,Renewed,Credit Card,Yes
POL000269,CUST006684,AGT08765,Commercial,Quebec,2022-09-28,2023-09-28,5291.37,Renewed,Credit Card,Yes
POL000270,CUST000835,AGT00365,Farm,Manitoba,2022-03-31,2023-03-31,4452.6,Renewed,PAD,No
POL000271,CUST001617,AGT01300,Home,Ontario,2023-01-15,2024-01-15,6133.8,Active,PAD,No
POL000272,CUST001102,AGT02955,Commercial,Alberta,2022-11-19,2023-11-19,5657.99,Renewed,Cheque,No
POL000273,CUST006896,AGT07148,Tenant,Quebec,2023-05-17,2024-05-16,3182.94,Cancelled,Credit Card,No
POL000274,CUST005213,AGT09491,Home,Saskatchewan,2022-01-12,2023-01-12,872.47,Renewed,Cheque,No
POL000275,CUST003476,AGT04906,Tenant,Quebec,2022-02-01,2023-02-01,4167.48,Active,PAD,Yes
POL000276,CUST001326,AGT04906,Life,Manitoba,2024-12-10,2025-12-10,5938.59,Renewed,EFT,No
POL000277,CUST002634,AGT05764,Commercial,Saskatchewan,2021-06-03,2022-06-03,6621.75,Lapsed,Credit Card,Yes
POL000278,CUST005698,AGT01361,Auto,Manitoba,2021-05-14,2022-05-14,7864.01,Lapsed,Credit Card,Yes
POL000279,CUST006549,AGT08220,Auto,Manitoba,2025-06-01,2026-06-01,3829.09,Renewed,PAD,Yes
POL000280,CUST000134,AGT08116,Home,Saskatchewan,2025-05-05,2026-05-05,983.32,Cancelled,Credit Card,Yes
POL000281,CUST003333,AGT06762,Life,Manitoba,2022-01-22,2023-01-22,2584.05,Cancelled,PAD,No
POL000282,CUST001685,AGT06986,Commercial,Quebec,2024-02-22,2025-02-21,2521.49,Renewed,PAD,Yes
POL000283,CUST002718,AGT07399,Home,Manitoba,2022-08-17,2023-08-17,7299.72,Cancelled,Cheque,No
POL000284,CUST002073,AGT07793,Auto,Quebec,2024-01-12,2025-01-11,5620.64,Active,Cheque,Yes
POL000285,CUST001426,AGT08904,Home,Quebec,2025-02-06,2026-02-06,4199.32,Renewed,Credit Card,No
POL000286,CUST004834,AGT04697,Tenant,Ontario,2024-04-14,2025-04-14,1808.13,Lapsed,EFT,Yes
POL000287,CUST001423,AGT04458,Commercial,Alberta,2025-08-30,2026-08-30,7262.83,Cancelled,PAD,No
POL000288,CUST007698,AGT04443,Commercial,Alberta,2022-10-22,2023-10-22,1655.69,Active,EFT,Yes
POL000289,CUST003137,AGT09103,Home,Manitoba,2021-06-30,2022-06-30,732.17,Lapsed,Cheque,Yes
POL000290,CUST005069,AGT09836,Commercial,Saskatchewan,2022-05-18,2023-05-18,3727.69,Renewed,Cheque,Yes
POL000291,CUST007703,AGT09304,Life,Manitoba,2021-09-18,2022-09-18,2087.38,Active,EFT,No
POL000292,CUST004700,AGT00840,Tenant,Manitoba,2024-05-28,2025-05-28,4423.67,Active,Cheque,Yes
POL000293,CUST003420,AGT04843,Farm,Alberta,2022-07-19,2023-07-19,907.22,Active,PAD,No
POL000294,CUST003702,AGT00749,Farm,Alberta,2023-04-02,2024-04-01,3612.15,Renewed,PAD,No
POL000295,CUST001955,AGT08376,Home,Alberta,2023-10-02,2024-10-01,6180.39,Renewed,PAD,No
POL000296,CUST000037,AGT07197,Auto,Alberta,2025-10-06,2026-10-06,4671.7,Active,PAD,Yes
POL000297,CUST000532,AGT06548,Auto,Ontario,2023-03-17,2024-03-16,749.74,Cancelled,EFT,No
POL000298,CUST004157,AGT05354,Life,Alberta,2024-06-06,2025-06-06,6140.29,Renewed,Cheque,Yes
POL000299,CUST002535,AGT01004,Farm,Alberta,2025-08-08,2026-08-08,948.49,Cancelled,Cheque,Yes
POL000300,CUST004851,AGT03902,Tenant,Quebec,2022-08-23,2023-08-23,4566.3,Cancelled,Credit Card,Yes
POL000301,CUST007717,AGT07955,Home,Alberta,2023-08-25,2024-08-24,6779.06,Cancelled,PAD,Yes
POL000302,CUST004267,AGT08109,Life,British Columbia,2025-12-04,2026-12-04,5430.3,Lapsed,PAD,Yes
POL000303,CUST006747,AGT03946,Life,Saskatchewan,2021-11-12,2022-11-12,1340.72,Active,EFT,No
POL000304,CUST005348,AGT00742,Home,Quebec,2025-12-30,2026-12-30,2315.4,Lapsed,EFT,Yes
POL000305,CUST007390,AGT04137,Auto,British Columbia,2024-01-04,2025-01-03,7689.33,Renewed,EFT,Yes
POL000306,CUST005172,AGT03490,Tenant,Quebec,2025-01-28,2026-01-28,4001.59,Lapsed,Cheque,No
POL000307,CUST002341,AGT07885,Auto,British Columbia,2021-10-26,2022-10-26,1595.01,Renewed,Cheque,No
POL000308,CUST004109,AGT04054,Farm,British Columbia,2021-11-02,2022-11-02,2066.59,Lapsed,PAD,No
POL000309,CUST006335,AGT03553,Auto,British Columbia,2021-04-01,2022-04-01,1539.62,Renewed,Cheque,No
POL000310,CUST004087,AGT05799,Life,British Columbia,2021-07-25,2022-07-25,2719.55,Cancelled,Credit Card,No
POL000311,CUST000208,AGT08311,Farm,Alberta,2022-03-25,2023-03-25,5954.39,Active,PAD,No
POL000312,CUST007456,AGT02331,Tenant,Alberta,2025-02-07,2026-02-07,6574.96,Lapsed,EFT,Yes
POL000313,CUST006641,AGT09872,Commercial,Ontario,2022-12-31,2023-12-31,1623.2,Lapsed,PAD,Yes
POL000314,CUST005076,AGT03611,Life,Quebec,2025-04-08,2026-04-08,6239.33,Active,Credit Card,Yes
POL000315,CUST001889,AGT06677,Commercial,Quebec,2024-06-05,2025-06-05,4455.39,Active,Cheque,No
POL000316,CUST002209,AGT09734,Tenant,Ontario,2022-12-05,2023-12-05,2477.6,Cancelled,PAD,No
POL000317,CUST004008,AGT02406,Commercial,Manitoba,2022-04-01,2023-04-01,1829.99,Lapsed,PAD,No
POL000318,CUST001747,AGT03323,Commercial,Saskatchewan,2023-12-28,2024-12-27,3082.74,Renewed,PAD,No
POL000319,CUST002788,AGT01514,Auto,Manitoba,2024-01-14,2025-01-13,1888.82,Active,Credit Card,No
POL000320,CUST001767,AGT01866,Auto,Quebec,2022-11-07,2023-11-07,2317.26,Renewed,EFT,No
POL000321,CUST006876,AGT07262,Home,Ontario,2022-12-22,2023-12-22,4030.42,Renewed,Credit Card,No
POL000322,CUST005290,AGT01423,Farm,Manitoba,2024-06-28,2025-06-28,2095.58,Lapsed,PAD,Yes
POL000323,CUST003240,AGT02735,Farm,Saskatchewan,2023-01-20,2024-01-20,6456.59,Cancelled,Credit Card,Yes
POL000324,CUST002747,AGT09029,Tenant,Alberta,2022-02-26,2023-02-26,6182.48,Active,PAD,No
POL000325,CUST000640,AGT03818,Commercial,British Columbia,2021-06-20,2022-06-20,6645.55,Lapsed,Credit Card,Yes
POL000326,CUST000263,AGT01361,Commercial,British Columbia,2021-09-28,2022-09-28,7724.8,Lapsed,PAD,No
POL000327,CUST007946,AGT00645,Commercial,Manitoba,2025-05-06,2026-05-06,3393.39,Renewed,EFT,Yes
POL000328,CUST006145,AGT07875,Home,Manitoba,2021-01-02,2022-01-02,5130.85,Renewed,Cheque,No
POL000329,CUST001871,AGT09748,Farm,Manitoba,2025-07-02,2026-07-02,4273.1,Renewed,Cheque,No
POL000330,CUST007757,AGT01616,Life,British Columbia,2024-02-23,2025-02-22,5149.89,Cancelled,Credit Card,Yes
POL000331,CUST001055,AGT08610,Tenant,Manitoba,2021-02-06,2022-02-06,5337.93,Lapsed,Cheque,Yes
POL000332,CUST004658,AGT04012,Auto,Quebec,2025-07-29,2026-07-29,3205.17,Lapsed,EFT,No
POL000333,CUST004102,AGT06494,Auto,Saskatchewan,2025-10-04,2026-10-04,5419.09,Active,Credit Card,Yes
POL000334,CUST007687,AGT00215,Commercial,Ontario,2025-01-26,2026-01-26,6330.88,Lapsed,PAD,Yes
POL000335,CUST005662,AGT06423,Life,Alberta,2024-05-14,2025-05-14,6674.33,Renewed,EFT,No
POL000336,CUST005592,AGT01817,Home,Ontario,2025-12-16,2026-12-16,1107.87,Renewed,Cheque,No
POL000337,CUST006529,AGT05460,Life,British Columbia,2023-04-26,2024-04-25,1858.26,Renewed,Cheque,No
POL000338,CUST001240,AGT07087,Life,Alberta,2024-02-24,2025-02-23,793.54,Active,Credit Card,No
POL000339,CUST000026,AGT03263,Auto,British Columbia,2023-07-22,2024-07-21,3563.12,Active,Cheque,Yes
POL000340,CUST000663,AGT03297,Farm,Ontario,2024-02-28,2025-02-27,5109.2,Lapsed,Credit Card,Yes
POL000341,CUST001743,AGT09211,Life,Manitoba,2023-01-18,2024-01-18,5304.72,Lapsed,Credit Card,Yes
POL000342,CUST005763,AGT00134,Tenant,Saskatchewan,2024-06-30,2025-06-30,2470.18,Lapsed,PAD,No
POL000343,CUST003534,AGT00545,Home,Alberta,2021-09-13,2022-09-13,5444.94,Renewed,PAD,Yes
POL000344,CUST004356,AGT02809,Home,British Columbia,2024-12-30,2025-12-30,6831.19,Active,Credit Card,Yes
POL000345,CUST006202,AGT01632,Home,Quebec,2023-01-12,2024-01-12,7791.68,Renewed,Cheque,No
POL000346,CUST000215,AGT04613,Farm,Saskatchewan,2024-10-17,2025-10-17,1573.62,Active,EFT,No
POL000347,CUST005514,AGT06642,Commercial,Saskatchewan,2025-09-03,2026-09-03,6662.58,Active,Credit Card,Yes
POL000348,CUST007824,AGT05079,Tenant,British Columbia,2024-05-20,2025-05-20,983.09,Cancelled,PAD,Yes
POL000349,CUST003143,AGT05359,Farm,British Columbia,2022-03-16,2023-03-16,1649.7,Active,Cheque,No
POL000350,CUST005687,AGT02927,Farm,Saskatchewan,2025-05-08,2026-05-08,3030.24,Renewed,EFT,Yes
POL000351,CUST001870,AGT02088,Commercial,Ontario,2022-02-06,2023-02-06,700.43,Cancelled,Cheque,No
POL000352,CUST001820,AGT01363,Commercial,Saskatchewan,2023-11-20,2024-11-19,7852.2,Lapsed,EFT,Yes
POL000353,CUST000603,AGT06525,Home,Quebec,2025-06-24,2026-06-24,5832.74,Renewed,EFT,Yes
POL000354,CUST000254,AGT07945,Auto,Quebec,2025-02-16,2026-02-16,1636.02,Cancelled,EFT,No
POL000355,CUST002141,AGT08695,Auto,Quebec,2024-01-22,2025-01-21,1984.91,Active,EFT,Yes
POL000356,CUST006737,AGT03469,Life,Manitoba,2021-07-29,2022-07-29,4635.94,Active,Credit Card,Yes
POL000357,CUST002633,AGT07237,Life,Manitoba,2024-03-11,2025-03-11,1361.47,Lapsed,PAD,No
POL000358,CUST003518,AGT02233,Auto,Ontario,2023-12-21,2024-12-20,7860.41,Lapsed,PAD,Yes
POL000359,CUST002390,AGT02149,Auto,Quebec,2025-08-16,2026-08-16,2695.99,Active,Credit Card,No
POL000360,CUST002251,AGT02313,Auto,Alberta,2024-07-26,2025-07-26,3160.92,Renewed,Cheque,No
POL000361,CUST003451,AGT00206,Farm,Quebec,2023-07-15,2024-07-14,1221.03,Lapsed,Cheque,Yes
POL000362,CUST002115,AGT03902,Tenant,British Columbia,2023-09-23,2024-09-22,1347.87,Cancelled,PAD,Yes
POL000363,CUST007868,AGT09292,Home,British Columbia,2024-11-30,2025-11-30,5758.35,Renewed,EFT,No
POL000364,CUST003539,AGT08472,Home,British Columbia,2023-03-10,2024-03-09,6677.09,Renewed,EFT,No
POL000365,CUST004583,AGT05662,Home,Saskatchewan,2025-03-02,2026-03-02,5162.01,Renewed,EFT,No
POL000366,CUST001208,AGT04593,Commercial,Saskatchewan,2021-08-23,2022-08-23,3255.05,Cancelled,EFT,No
POL000367,CUST002475,AGT07010,Life,British Columbia,2023-05-22,2024-05-21,7388.83,Cancelled,Credit Card,Yes
POL000368,CUST007815,AGT02623,Commercial,Quebec,2024-02-01,2025-01-31,5706.98,Renewed,Cheque,Yes
POL000369,CUST005849,AGT04767,Tenant,Quebec,2022-11-12,2023-11-12,3280.75,Cancelled,Cheque,No
POL000370,CUST004576,AGT02808,Home,Alberta,2024-09-30,2025-09-30,1229.05,Renewed,EFT,Yes
POL000371,CUST007585,AGT02609,Farm,Saskatchewan,2023-01-12,2024-01-12,5522.35,Active,PAD,No
POL000372,CUST005533,AGT04325,Auto,Alberta,2021-09-22,2022-09-22,7608.66,Renewed,Cheque,Yes
POL000373,CUST002565,AGT02595,Home,Saskatchewan,2025-11-29,2026-11-29,4143.02,Active,Cheque,No
POL000374,CUST003097,AGT08110,Commercial,Manitoba,2021-10-03,2022-10-03,4584.72,Active,Credit Card,Yes
POL000375,CUST006119,AGT00803,Auto,Alberta,2025-01-17,2026-01-17,2440.36,Lapsed,Credit Card,No
POL000376,CUST004625,AGT00291,Farm,Alberta,2023-08-08,2024-08-07,5239.24,Lapsed,Credit Card,No
POL000377,CUST001599,AGT02958,Auto,Manitoba,2025-12-11,2026-12-11,4528.87,Active,Cheque,No
POL000378,CUST000081,AGT07034,Auto,Quebec,2022-11-25,2023-11-25,1332.85,Active,Credit Card,No
POL000379,CUST000581,AGT09762,Life,Ontario,2022-02-14,2023-02-14,2565.26,Active,EFT,No
POL000380,CUST007311,AGT06249,Tenant,Saskatchewan,2023-07-11,2024-07-10,7753.4,Lapsed,Credit Card,No
POL000381,CUST000515,AGT06538,Tenant,Alberta,2022-10-23,2023-10-23,1405.73,Renewed,Cheque,No
POL000382,CUST006892,AGT03227,Commercial,Alberta,2023-09-03,2024-09-02,2471.55,Active,Cheque,Yes
POL000383,CUST001184,AGT03860,Life,Quebec,2023-01-15,2024-01-15,3732.65,Renewed,Credit Card,Yes
POL000384,CUST004649,AGT08679,Tenant,Ontario,2021-01-13,2022-01-13,7333.28,Active,EFT,Yes
POL000385,CUST002790,AGT07780,Commercial,British Columbia,2025-07-09,2026-07-09,5478.99,Active,PAD,Yes
POL000386,CUST002654,AGT04868,Farm,British Columbia,2025-12-23,2026-12-23,7768.41,Lapsed,EFT,Yes
POL000387,CUST001267,AGT00094,Auto,Quebec,2023-03-16,2024-03-15,7826.57,Active,PAD,Yes
POL000388,CUST004081,AGT00526,Commercial,British Columbia,2024-07-14,2025-07-14,3970.65,Renewed,EFT,Yes
POL000389,CUST000742,AGT07117,Life,Saskatchewan,2022-05-11,2023-05-11,3760.92,Active,EFT,Yes
POL000390,CUST007345,AGT06300,Farm,Quebec,2022-07-05,2023-07-05,565.73,Cancelled,Cheque,Yes
POL000391,CUST000531,AGT09567,Life,Ontario,2025-02-23,2026-02-23,4759.98,Lapsed,Cheque,No
POL000392,CUST005814,AGT09957,Home,Saskatchewan,2024-06-09,2025-06-09,5346.58,Active,Cheque,Yes
POL000393,CUST006475,AGT09166,Commercial,Manitoba,2022-01-18,2023-01-18,5710.58,Lapsed,EFT,Yes
POL000394,CUST007737,AGT05316,Tenant,Ontario,2021-10-13,2022-10-13,3785.5,Cancelled,Credit Card,No
POL000395,CUST002825,AGT00713,Life,Saskatchewan,2025-01-12,2026-01-12,7640.71,Active,EFT,No
POL000396,CUST001902,AGT06809,Auto,Ontario,2021-02-21,2022-02-21,500.35,Active,EFT,Yes
POL000397,CUST004635,AGT03576,Home,British Columbia,2023-05-03,2024-05-02,7459.94,Lapsed,PAD,No
POL000398,CUST002388,AGT05290,Auto,Manitoba,2022-02-16,2023-02-16,636.02,Lapsed,PAD,Yes
POL000399,CUST006224,AGT06329,Tenant,Ontario,2025-02-25,2026-02-25,2428.23,Cancelled,Credit Card,No
POL000400,CUST004793,AGT04479,Commercial,Alberta,2022-09-11,2023-09-11,6409.04,Lapsed,EFT,Yes
POL000401,CUST007999,AGT01791,Tenant,Quebec,2022-11-03,2023-11-03,3944.08,Active,EFT,No
POL000402,CUST000783,AGT07191,Farm,Saskatchewan,2024-03-15,2025-03-15,7127.19,Active,EFT,Yes
POL000403,CUST006012,AGT08892,Home,British Columbia,2024-10-02,2025-10-02,3014.33,Active,EFT,Yes
POL000404,CUST005703,AGT08700,Farm,British Columbia,2021-11-15,2022-11-15,7626.06,Cancelled,EFT,Yes
POL000405,CUST003900,AGT00843,Commercial,Quebec,2022-10-02,2023-10-02,3055.3,Renewed,Cheque,Yes
POL000406,CUST006601,AGT00300,Farm,Saskatchewan,2025-05-22,2026-05-22,543.54,Active,EFT,No
POL000407,CUST006183,AGT06905,Tenant,Saskatchewan,2025-04-30,2026-04-30,3781.34,Cancelled,EFT,Yes
POL000408,CUST003306,AGT05592,Commercial,Alberta,2021-06-18,2022-06-18,1476.98,Renewed,EFT,Yes
POL000409,CUST003377,AGT09536,Tenant,Alberta,2022-11-12,2023-11-12,1469.42,Cancelled,Credit Card,No
POL000410,CUST006565,AGT02220,Life,Saskatchewan,2025-06-11,2026-06-11,5185.47,Lapsed,EFT,Yes
POL000411,CUST006590,AGT04503,Auto,British Columbia,2025-05-31,2026-05-31,6578.93,Cancelled,EFT,No
POL000412,CUST004801,AGT07974,Life,Ontario,2023-02-27,2024-02-27,7134.36,Lapsed,EFT,Yes
POL000413,CUST002246,AGT08842,Home,Saskatchewan,2024-05-28,2025-05-28,2489.8,Renewed,PAD,No
POL000414,CUST004508,AGT00640,Home,Saskatchewan,2024-11-05,2025-11-05,5247.89,Lapsed,EFT,Yes
POL000415,CUST000767,AGT07318,Home,Ontario,2024-06-04,2025-06-04,1345.3,Lapsed,Credit Card,Yes
POL000416,CUST000334,AGT05680,Life,Manitoba,2024-06-03,2025-06-03,7514.38,Cancelled,Credit Card,Yes
POL000417,CUST005188,AGT02760,Commercial,Saskatchewan,2023-03-12,2024-03-11,6898.1,Lapsed,Credit Card,Yes
POL000418,CUST002470,AGT09587,Tenant,Quebec,2024-11-09,2025-11-09,608.87,Active,PAD,No
POL000419,CUST000889,AGT09660,Farm,British Columbia,2021-09-20,2022-09-20,4535.22,Cancelled,PAD,Yes
POL000420,CUST007571,AGT03576,Home,Alberta,2021-12-07,2022-12-07,2764.37,Lapsed,PAD,Yes
POL000421,CUST002970,AGT05093,Commercial,Manitoba,2021-06-12,2022-06-12,5655.8,Active,Cheque,Yes
POL000422,CUST006476,AGT02850,Home,Quebec,2021-06-10,2022-06-10,5423.93,Cancelled,PAD,No
POL000423,CUST006501,AGT05079,Auto,Saskatchewan,2025-11-21,2026-11-21,1668.62,Cancelled,Cheque,Yes
POL000424,CUST006832,AGT09788,Farm,Manitoba,2021-09-24,2022-09-24,1988.69,Renewed,Cheque,Yes
POL000425,CUST000028,AGT07180,Tenant,Manitoba,2021-06-07,2022-06-07,7224.64,Cancelled,EFT,No
POL000426,CUST002303,AGT02927,Commercial,British Columbia,2025-09-03,2026-09-03,434.38,Active,PAD,Yes
POL000427,CUST006169,AGT01661,Life,Manitoba,2025-09-03,2026-09-03,7071.96,Active,EFT,Yes
POL000428,CUST006151,AGT09352,Auto,Ontario,2021-10-30,2022-10-30,824.89,Active,EFT,Yes
POL000429,CUST004177,AGT00335,Home,Quebec,2025-09-22,2026-09-22,4509.18,Active,EFT,Yes
POL000430,CUST007501,AGT08497,Home,Manitoba,2021-12-18,2022-12-18,3924.45,Cancelled,Credit Card,No
POL000431,CUST001232,AGT01216,Life,Manitoba,2023-10-03,2024-10-02,5119.0,Active,EFT,No
POL000432,CUST005268,AGT00916,Farm,Ontario,2022-12-19,2023-12-19,3635.21,Cancelled,PAD,No
POL000433,CUST000412,AGT02459,Commercial,Saskatchewan,2021-02-17,2022-02-17,7160.61,Active,EFT,Yes
POL000434,CUST001105,AGT07494,Commercial,Ontario,2023-07-21,2024-07-20,2178.63,Cancelled,Cheque,Yes
POL000435,CUST000767,AGT07009,Home,Alberta,2024-10-22,2025-10-22,4503.05,Active,Cheque,Yes
POL000436,CUST007119,AGT01893,Life,Ontario,2024-08-28,2025-08-28,4781.67,Lapsed,Credit Card,Yes
POL000437,CUST002418,AGT04498,Life,British Columbia,2025-12-06,2026-12-06,1591.48,Cancelled,EFT,No
POL000438,CUST005155,AGT01671,Commercial,Quebec,2023-04-02,2024-04-01,6297.29,Active,Cheque,No
POL000439,CUST006112,AGT00811,Home,Alberta,2021-03-16,2022-03-16,6835.28,Lapsed,Credit Card,No
POL000440,CUST003630,AGT09037,Farm,Quebec,2022-04-18,2023-04-18,3452.55,Cancelled,EFT,Yes
POL000441,CUST002753,AGT05429,Commercial,British Columbia,2024-05-31,2025-05-31,4709.21,Lapsed,Cheque,Yes
POL000442,CUST001882,AGT08953,Commercial,Ontario,2024-08-30,2025-08-30,945.75,Renewed,EFT,Yes
POL000443,CUST003912,AGT02436,Commercial,British Columbia,2024-08-21,2025-08-21,3018.46,Active,EFT,Yes
POL000444,CUST005018,AGT03589,Home,British Columbia,2022-12-07,2023-12-07,6265.83,Cancelled,Credit Card,Yes
POL000445,CUST004963,AGT09806,Life,Alberta,2021-03-04,2022-03-04,1727.44,Lapsed,Cheque,No
POL000446,CUST001786,AGT01366,Home,Alberta,2021-07-12,2022-07-12,1844.46,Cancelled,Credit Card,No
POL000447,CUST007109,AGT01402,Home,Manitoba,2023-08-11,2024-08-10,1101.0,Active,Cheque,No
POL000448,CUST005508,AGT09509,Auto,Manitoba,2025-09-20,2026-09-20,4015.63,Cancelled,EFT,Yes
POL000449,CUST005386,AGT04958,Tenant,British Columbia,2023-12-05,2024-12-04,2875.52,Cancelled,EFT,Yes
POL000450,CUST003419,AGT06296,Auto,British Columbia,2024-06-23,2025-06-23,7175.92,Active,Credit Card,Yes
POL000451,CUST003635,AGT03819,Commercial,British Columbia,2025-11-12,2026-11-12,3938.19,Cancelled,EFT,Yes
POL000452,CUST000572,AGT05427,Home,Saskatchewan,2023-11-28,2024-11-27,4489.61,Active,EFT,No
POL000453,CUST007175,AGT08862,Auto,British Columbia,2025-12-04,2026-12-04,6258.97,Lapsed,EFT,Yes
POL000454,CUST005675,AGT04962,Commercial,Ontario,2022-08-19,2023-08-19,7251.71,Cancelled,Cheque,No
POL000455,CUST007311,AGT03640,Home,Alberta,2022-12-19,2023-12-19,7166.94,Lapsed,EFT,No
POL000456,CUST004990,AGT07266,Tenant,British Columbia,2024-02-19,2025-02-18,4005.42,Renewed,Credit Card,No
POL000457,CUST004878,AGT01029,Auto,Ontario,2023-12-08,2024-12-07,3057.72,Active,EFT,No
POL000458,CUST006405,AGT09978,Commercial,Manitoba,2022-02-20,2023-02-20,2301.05,Renewed,Cheque,Yes
POL000459,CUST005464,AGT05469,Life,Saskatchewan,2021-05-15,2022-05-15,3537.63,Renewed,Cheque,Yes
POL000460,CUST006572,AGT02617,Tenant,Ontario,2023-06-30,2024-06-29,2915.38,Lapsed,PAD,Yes
POL000461,CUST000240,AGT02266,Auto,Alberta,2022-07-16,2023-07-16,7818.37,Active,PAD,Yes
POL000462,CUST007938,AGT09512,Tenant,British Columbia,2025-12-10,2026-12-10,5076.11,Active,Cheque,Yes
POL000463,CUST000391,AGT02434,Farm,British Columbia,2021-08-08,2022-08-08,4744.04,Active,Cheque,Yes
POL000464,CUST005656,AGT09657,Home,Alberta,2024-10-09,2025-10-09,7064.33,Cancelled,Credit Card,Yes
POL000465,CUST006774,AGT07912,Farm,Ontario,2023-06-24,2024-06-23,5141.44,Active,PAD,Yes
POL000466,CUST002423,AGT09278,Tenant,Alberta,2021-10-15,2022-10-15,1249.82,Renewed,EFT,Yes
POL000467,CUST006577,AGT02903,Tenant,Manitoba,2024-10-30,2025-10-30,885.71,Renewed,PAD,No
POL000468,CUST003746,AGT09131,Commercial,Quebec,2025-01-17,2026-01-17,3548.03,Renewed,Cheque,No
POL000469,CUST004971,AGT03424,Home,Saskatchewan,2023-06-23,2024-06-22,7170.29,Lapsed,Credit Card,No
