claim_id,policy_id,agent_id,claim_type,claim_date,resolution_date,claim_amount,approved_amount,status,region,days_to_resolve
CLM000245,POL006603,AGT07321,Theft,2023-06-04,2023-08-21,65073.53,7769.25,Open,Quebec,78
CLM000246,POL004014,AGT08329,Liability,2024-12-01,2024-12-08,2812.29,2229.02,Closed,Manitoba,7
CLM000247,POL001541,AGT07511,Liability,2025-04-14,2025-07-26,2078.38,1323.23,Approved,Alberta,103
CLM000248,POL005845,AGT02051,Theft,2025-03-30,2025-05-09,43257.98,0,Denied,Alberta,40
CLM000249,POL001012,AGT08538,Fire,2024-10-30,2024-12-12,69564.27,57782.23,Closed,Saskatchewan,43
CLM000250,POL008482,AGT05631,Wind/Hail,2021-06-28,2021-10-11,27908.45,5240.82,Approved,Ontario,105
CLM000251,POL002537,AGT09102,Liability,2021-05-27,2021-07-27,60885.58,45037.51,In Review,British Columbia,61
CLM000252,POL007440,AGT09131,Liability,2021-09-22,2021-11-25,35286.73,0,Denied,Quebec,64
CLM000253,POL006682,AGT04349,Theft,2025-01-08,2025-04-29,52237.66,31475.5,Denied,Ontario,111
CLM000254,POL000883,AGT09209,Wind/Hail,2024-06-15,2024-07-19,4825.73,3578.89,Open,Manitoba,34
CLM000255,POL006983,AGT02935,Water Damage,2021-05-20,2021-06-16,14755.56,12425.09,Open,Ontario,27
CLM000256,POL009232,AGT07911,Liability,2023-08-25,2023-09-11,61949.3,0,Closed,Manitoba,17
CLM000257,POL009478,AGT06662,Collision,2022-06-13,2022-08-25,15002.75,9199.73,Approved,Quebec,73
CLM000258,POL003825,AGT05879,Theft,2021-01-24,2021-05-22,5247.57,4462.87,Approved,Ontario,118
CLM000259,POL000243,AGT07687,Fire,2023-08-20,2023-10-13,54027.99,49376.78,Open,Quebec,54
CLM000260,POL009660,AGT01217,Wind/Hail,2022-07-26,2022-09-16,74993.12,68126.01,Denied,Ontario,52
CLM000261,POL008063,AGT05236,Flood,2024-05-23,2024-09-05,24904.88,0,In Review,Ontario,105
CLM000262,POL007809,AGT03786,Theft,2021-11-13,2022-01-01,31129.94,0,Open,Quebec,49
CLM000263,POL002174,AGT01337,Fire,2024-10-17,2024-12-31,46767.31,10598.44,Denied,Ontario,75
CLM000264,POL004465,AGT03882,Liability,2022-09-28,2023-01-04,1170.06,22.32,Closed,British Columbia,98
CLM000265,POL002492,AGT04811,Liability,2025-01-21,2025-03-02,35215.86,0,Approved,Manitoba,40
CLM000266,POL008641,AGT02335,Collision,2021-09-24,2021-10-20,68700.87,2500.61,Closed,Saskatchewan,26
CLM000267,POL001456,AGT01707,Collision,2023-11-03,2023-12-09,36430.05,28644.55,Closed,Alberta,36
CLM000268,POL003232,AGT07564,Liability,2023-07-15,2023-09-25,31086.86,15747.8,Open,Ontario,72
CLM000269,POL006236,AGT05506,Collision,2024-08-09,2024-10-29,61984.85,21139.48,Closed,Quebec,81
CLM000270,POL005408,AGT09903,Theft,2021-11-25,2022-01-29,20590.39,19206.5,Approved,Saskatchewan,65
CLM000271,POL002573,AGT07164,Water Damage,2023-07-31,2023-10-02,47709.51,25152.14,Approved,Alberta,63
CLM000272,POL001129,AGT05171,Theft,2022-09-01,2022-10-10,40810.21,129.72,Approved,Alberta,39
CLM000273,POL003406,AGT03795,Flood,2022-04-06,2022-04-12,42369.69,0,Open,Saskatchewan,6
CLM000274,POL000199,AGT08780,Collision,2024-06-22,2024-08-23,8013.66,7396.0,Open,British Columbia,62
CLM000275,POL002735,AGT08750,Water Damage,2022-04-02,2022-04-17,52052.4,26209.69,Open,Saskatchewan,15
CLM000276,POL007935,AGT01549,Collision,2021-02-18,2021-05-17,24462.89,15731.28,Open,Ontario,88
CLM000277,POL006497,AGT00834,Liability,2023-06-21,2023-10-07,19346.51,7048.66,Open,Alberta,108
CLM000278,POL005656,AGT06746,Wind/Hail,2024-03-05,2024-03-17,53737.86,25827.87,Approved,Saskatchewan,12
CLM000279,POL006854,AGT09772,Wind/Hail,2024-12-21,2025-03-29,72551.23,6024.94,Denied,Quebec,98
CLM000280,POL007046,AGT00273,Theft,2021-03-06,2021-03-29,53764.1,36897.36,Open,Alberta,23
CLM000281,POL007193,AGT07837,Fire,2024-09-15,2024-09-29,14058.43,6216.99,Closed,Quebec,14
CLM000282,POL002065,AGT09379,Wind/Hail,2024-11-02,2024-12-02,33938.67,0,Closed,Quebec,30
CLM000283,POL005454,AGT01608,Liability,2024-05-20,2024-07-16,13886.43,2737.9,Approved,Alberta,57
CLM000284,POL006831,AGT07824,Flood,2025-03-03,2025-04-30,59991.67,0,Open,Alberta,58
CLM000285,POL000876,AGT06098,Collision,2025-12-25,2026-04-22,64856.81,25112.17,Denied,Saskatchewan,118
CLM000286,POL006712,AGT02688,Collision,2022-03-02,2022-04-12,36895.25,3119.41,Closed,Manitoba,41
CLM000287,POL009609,AGT06513,Liability,2024-12-18,2025-03-14,49823.22,18093.46,Open,British Columbia,86
CLM000288,POL007726,AGT02498,Water Damage,2022-03-23,2022-06-04,21019.08,0,Approved,Ontario,73
CLM000289,POL003803,AGT07674,Water Damage,2024-01-28,2024-03-22,32866.86,32637.94,Approved,Saskatchewan,54
CLM000290,POL006285,AGT08271,Water Damage,2022-05-16,2022-05-21,22827.52,20334.31,Approved,Manitoba,5
CLM000291,POL009494,AGT09135,Collision,2023-05-12,2023-09-08,14289.33,8265.52,Open,Alberta,119
CLM000292,POL006294,AGT01445,Water Damage,2021-03-29,2021-05-25,31725.84,1613.93,Closed,Manitoba,57
CLM000293,POL006076,AGT06346,Flood,2025-06-19,2025-09-21,23049.76,2745.63,Open,Quebec,94
CLM000294,POL001148,AGT00133,Wind/Hail,2021-10-31,2022-02-12,13307.44,9680.52,Open,Manitoba,104
CLM000295,POL008358,AGT04837,Flood,2023-10-25,2024-01-19,44747.37,19003.6,Denied,Quebec,86
CLM000296,POL000413,AGT01294,Flood,2022-03-29,2022-07-23,72880.54,31266.62,In Review,British Columbia,116
CLM000297,POL009440,AGT08572,Water Damage,2021-12-25,2022-03-02,56760.33,34668.96,In Review,Quebec,67
CLM000298,POL003483,AGT01809,Wind/Hail,2022-12-16,2023-02-13,6849.2,5638.73,In Review,British Columbia,59
CLM000299,POL004393,AGT09294,Theft,2023-04-21,2023-05-21,41781.04,30465.64,Closed,Manitoba,30
CLM000300,POL008749,AGT03389,Fire,2022-06-16,2022-08-30,9155.89,2482.04,Denied,Alberta,75
CLM000301,POL006953,AGT01974,Wind/Hail,2021-12-12,2022-03-27,45800.87,24998.4,Approved,Alberta,105
CLM000302,POL005206,AGT08298,Liability,2021-02-14,2021-05-07,55284.73,23386.7,In Review,British Columbia,82
CLM000303,POL008803,AGT08575,Wind/Hail,2024-07-11,2024-08-17,15180.56,8525.9,Approved,Alberta,37
CLM000304,POL002601,AGT09930,Liability,2022-07-28,2022-10-19,33315.77,8312.45,Approved,Manitoba,83
CLM000305,POL006635,AGT05327,Theft,2022-05-14,2022-07-17,67501.32,40570.06,Denied,Saskatchewan,64
CLM000306,POL002105,AGT04175,Liability,2024-05-29,2024-09-03,42963.01,0,Open,Alberta,97
CLM000307,POL006218,AGT07590,Flood,2021-08-05,2021-11-16,29832.14,28872.65,Approved,Ontario,103
CLM000308,POL009290,AGT05589,Flood,2024-07-07,2024-09-26,50723.49,43187.85,Denied,Saskatchewan,81
CLM000309,POL002724,AGT03496,Flood,2021-09-09,2022-01-07,9623.72,0,Denied,British Columbia,120
CLM000310,POL002136,AGT00892,Theft,2022-08-14,2022-11-22,62558.13,35750.38,Open,Manitoba,100
CLM000311,POL006504,AGT01121,Fire,2024-09-10,2024-12-19,68228.17,52355.89,Approved,Manitoba,100
CLM000312,POL003203,AGT05021,Fire,2025-04-04,2025-06-01,38679.51,9966.31,Denied,Quebec,58
CLM000313,POL008236,AGT02114,Collision,2024-11-14,2025-03-08,64416.97,0,Approved,Alberta,114
CLM000314,POL007029,AGT05198,Water Damage,2024-04-16,2024-07-17,58262.51,11163.78,Open,Ontario,92
CLM000315,POL001994,AGT04285,Water Damage,2022-04-21,2022-07-13,8951.72,5408.96,Approved,Saskatchewan,83
CLM000316,POL003166,AGT09080,Wind/Hail,2025-04-11,2025-07-23,42364.5,26730.87,Open,Alberta,103
CLM000317,POL007066,AGT02388,Fire,2025-04-25,2025-07-31,63117.28,51063.17,Open,Alberta,97
CLM000318,POL002002,AGT05966,Collision,2021-04-03,2021-06-06,20758.28,15891.41,Denied,Ontario,64
CLM000319,POL009098,AGT07716,Flood,2022-04-05,2022-04-10,35309.22,26112.33,Closed,Ontario,5
CLM000320,POL002888,AGT02188,Collision,2025-06-15,2025-10-03,24703.15,21076.81,In Review,Quebec,110
CLM000321,POL005310,AGT05853,Wind/Hail,2024-07-03,2024-09-20,17943.2,7150.52,Open,British Columbia,79
CLM000322,POL006540,AGT07797,Theft,2025-11-11,2026-01-09,72635.62,69999.12,Open,Saskatchewan,59
CLM000323,POL009160,AGT05367,Water Damage,2025-09-02,2025-12-22,58618.31,15148.13,Closed,British Columbia,111
CLM000324,POL000680,AGT00020,Theft,2024-01-04,2024-03-11,1006.6,0,In Review,British Columbia,67
CLM000325,POL005075,AGT05884,Liability,2023-06-11,2023-10-01,24789.67,23543.63,Open,Quebec,112
CLM000326,POL007029,AGT03055,Fire,2025-11-19,2026-02-04,21585.9,13415.4,Approved,British Columbia,77
CLM000327,POL006319,AGT05413,Wind/Hail,2021-09-14,2021-09-30,36957.45,5675.63,Approved,Ontario,16
CLM000328,POL006360,AGT09005,Water Damage,2025-02-15,2025-04-05,39213.97,26411.1,In Review,Ontario,49
CLM000329,POL008000,AGT03282,Flood,2025-01-15,2025-03-02,5068.01,1683.53,In Review,Quebec,46
CLM000330,POL003143,AGT03285,Wind/Hail,2023-07-03,2023-10-24,33602.69,23903.63,Closed,Ontario,113
CLM000331,POL000096,AGT08082,Liability,2024-05-02,2024-06-13,71067.8,65182.85,In Review,Saskatchewan,42
CLM000332,POL009509,AGT08344,Water Damage,2023-05-20,2023-05-24,8383.97,1948.89,Open,British Columbia,4
CLM000333,POL006046,AGT01772,Fire,2025-04-04,2025-07-16,21045.35,0,Open,Saskatchewan,103
CLM000334,POL004108,AGT04994,Wind/Hail,2021-06-06,2021-07-29,23150.46,0,Denied,Quebec,53
CLM000335,POL004600,AGT00735,Flood,2024-07-12,2024-10-30,7987.15,388.47,Denied,Ontario,110
CLM000336,POL009244,AGT05757,Flood,2025-07-15,2025-07-29,25814.72,12151.86,In Review,Ontario,14
CLM000337,POL001043,AGT07315,Wind/Hail,2025-07-28,2025-10-22,48357.14,0,Open,Saskatchewan,86
CLM000338,POL005132,AGT02369,Theft,2024-08-07,2024-08-10,59789.4,0,Open,British Columbia,3
CLM000339,POL006000,AGT07102,Liability,2023-05-01,2023-07-29,4714.49,3116.38,In Review,Quebec,89
CLM000340,POL007025,AGT03438,Theft,2023-04-13,2023-07-19,20300.01,15184.62,Open,Ontario,97
CLM000341,POL000389,AGT06852,Theft,2021-02-22,2021-06-14,49279.92,19706.4,In Review,Ontario,112
CLM000342,POL006189,AGT07600,Fire,2025-09-29,2025-09-30,33133.55,20565.47,Open,British Columbia,1
CLM000343,POL002816,AGT04230,Flood,2024-07-11,2024-08-12,15696.07,4554.63,Closed,Ontario,32
CLM000344,POL005969,AGT08672,Water Damage,2025-06-05,2025-08-18,12928.79,7166.41,Denied,Alberta,74
CLM000345,POL004782,AGT04621,Collision,2022-09-24,2022-12-16,44200.63,7545.41,Denied,Manitoba,83
CLM000346,POL006015,AGT06054,Flood,2025-09-24,2025-11-01,4810.47,0,In Review,Manitoba,38
CLM000347,POL008877,AGT04734,Water Damage,2022-02-07,2022-06-03,55160.31,5219.48,Approved,Saskatchewan,116
CLM000348,POL006025,AGT05384,Liability,2021-02-17,2021-03-23,16288.22,12701.16,Open,British Columbia,34
CLM000349,POL005212,AGT07437,Water Damage,2022-06-14,2022-07-24,42055.26,0,Denied,Manitoba,40
CLM000350,POL003962,AGT09681,Liability,2022-12-21,2022-12-25,73633.25,68042.88,Approved,Alberta,4
CLM000351,POL009780,AGT03365,Theft,2025-01-07,2025-03-27,65465.5,48788.79,Approved,Saskatchewan,79
CLM000352,POL005806,AGT08213,Liability,2022-12-06,2023-04-04,52310.56,0,Approved,Manitoba,119
CLM000353,POL009107,AGT07088,Theft,2023-07-05,2023-08-20,2079.31,1601.37,In Review,Ontario,46
CLM000354,POL009210,AGT09368,Theft,2024-06-29,2024-09-20,22894.87,16140.24,Denied,Saskatchewan,83
CLM000355,POL006864,AGT09217,Collision,2022-11-11,2023-02-13,72222.23,26830.18,Open,Quebec,94
CLM000356,POL007652,AGT04530,Collision,2021-06-27,2021-08-30,17624.3,8495.38,Approved,British Columbia,64
CLM000357,POL003861,AGT05821,Collision,2022-01-13,2022-02-25,57862.09,56093.85,Denied,Ontario,43
CLM000358,POL008541,AGT06491,Theft,2025-09-30,2025-11-16,18923.41,17919.87,Closed,Manitoba,47
CLM000359,POL001121,AGT04251,Water Damage,2025-12-30,2026-04-05,12018.52,7095.37,In Review,Ontario,96
CLM000360,POL005514,AGT07240,Liability,2025-12-29,2026-04-01,41069.35,0,Closed,Alberta,93
CLM000361,POL001604,AGT10000,Theft,2025-01-27,2025-04-16,52588.09,17128.57,Approved,Quebec,79
CLM000362,POL001227,AGT06032,Liability,2024-06-05,2024-07-20,8129.88,3714.22,Open,Manitoba,45
CLM000363,POL005625,AGT03444,Liability,2025-01-10,2025-02-08,52745.61,43059.83,Open,Quebec,29
CLM000364,POL009325,AGT02413,Water Damage,2021-07-19,2021-11-01,13704.14,9845.82,Approved,Quebec,105
CLM000365,POL001844,AGT00015,Liability,2023-07-02,2023-08-15,63586.4,55501.08,Approved,Saskatchewan,44
CLM000366,POL008216,AGT07646,Water Damage,2024-01-19,2024-03-28,58416.1,33884.61,Closed,Ontario,69
CLM000367,POL006462,AGT04037,Collision,2025-06-24,2025-07-14,41556.55,31643.99,Approved,Quebec,20
CLM000368,POL002690,AGT05206,Theft,2022-08-25,2022-09-10,60240.86,4922.36,Approved,Saskatchewan,16
CLM000369,POL008867,AGT04041,Collision,2022-06-30,2022-08-01,29996.87,0,Open,Saskatchewan,32
CLM000370,POL007365,AGT05752,Theft,2024-12-10,2025-02-27,38942.05,32744.51,In Review,Alberta,79
CLM000371,POL009531,AGT01717,Flood,2023-04-28,2023-07-09,20443.1,2044.1,Open,Quebec,72
CLM000372,POL005518,AGT09434,Fire,2022-01-25,2022-03-29,58719.51,0,In Review,British Columbia,63
CLM000373,POL001823,AGT01324,Water Damage,2024-08-18,2024-11-01,35702.5,18700.59,Denied,Quebec,75
CLM000374,POL008181,AGT00785,Theft,2022-12-21,2023-04-14,56524.98,30526.23,Open,British Columbia,114
CLM000375,POL004551,AGT02459,Water Damage,2021-01-17,2021-03-09,56672.0,41042.88,Closed,British Columbia,51
CLM000376,POL007892,AGT09814,Theft,2025-11-03,2025-11-11,69969.63,2312.23,Open,Alberta,8
CLM000377,POL002079,AGT03803,Fire,2024-01-24,2024-02-29,12537.69,6930.6,Denied,Alberta,36
CLM000378,POL001088,AGT00415,Wind/Hail,2025-11-10,2025-11-14,42335.0,21778.28,Denied,Ontario,4
CLM000379,POL002604,AGT04761,Theft,2023-04-19,2023-07-11,48763.39,39727.82,Approved,Manitoba,83
CLM000380,POL003205,AGT05285,Collision,2024-05-26,2024-08-29,45116.93,12533.3,Denied,British Columbia,95
CLM000381,POL001462,AGT08518,Wind/Hail,2024-09-23,2024-10-11,16425.51,12496.04,Denied,Quebec,18
CLM000382,POL004524,AGT09874,Flood,2023-03-27,2023-04-16,8434.14,7927.29,Open,British Columbia,20
CLM000383,POL006279,AGT04512,Liability,2022-09-19,2022-10-23,48217.82,7569.17,Denied,British Columbia,34
CLM000384,POL005429,AGT07462,Collision,2022-11-16,2023-02-03,43146.58,25798.79,In Review,Quebec,79
CLM000385,POL005322,AGT02018,Water Damage,2025-12-09,2026-02-18,51475.87,23429.12,Closed,Ontario,71
CLM000386,POL000619,AGT02507,Fire,2022-11-25,2023-02-04,70446.86,66843.69,Open,British Columbia,71
CLM000387,POL006419,AGT01176,Fire,2021-09-16,2021-12-31,49588.25,16804.44,Closed,Manitoba,106
CLM000388,POL001277,AGT03016,Flood,2023-07-08,2023-10-08,24784.59,0,Denied,British Columbia,92
CLM000389,POL005088,AGT05684,Flood,2023-01-07,2023-04-18,18042.1,2007.6,Open,British Columbia,101
CLM000390,POL004623,AGT07625,Theft,2023-08-22,2023-10-26,54311.99,1755.76,In Review,Saskatchewan,65
CLM000391,POL009667,AGT01315,Liability,2022-02-15,2022-04-25,31235.26,9561.68,Open,British Columbia,69
CLM000392,POL002732,AGT00182,Theft,2021-05-09,2021-07-20,66335.03,0,Approved,Quebec,72
CLM000393,POL005744,AGT03645,Water Damage,2022-11-23,2022-12-29,13992.33,10210.51,Denied,British Columbia,36
CLM000394,POL006605,AGT06361,Theft,2021-05-06,2021-05-09,69315.73,36060.23,Approved,Quebec,3
CLM000395,POL008801,AGT01332,Theft,2023-12-09,2024-01-15,13868.55,6855.58,Approved,Saskatchewan,37
CLM000396,POL001932,AGT04007,Collision,2021-01-05,2021-04-12,69114.94,39463.97,Closed,Alberta,97
CLM000397,POL001376,AGT05855,Water Damage,2024-06-29,2024-07-05,18383.44,0,Closed,Ontario,6
CLM000398,POL009658,AGT00266,Liability,2024-08-02,2024-08-30,65272.43,12849.86,Denied,British Columbia,28
CLM000399,POL009170,AGT01059,Collision,2024-11-17,2025-02-18,19578.57,0,Closed,Quebec,93
CLM000400,POL000121,AGT05037,Theft,2024-09-23,2024-11-14,35709.45,1017.31,Approved,Alberta,52
CLM000401,POL005704,AGT08853,Theft,2024-12-07,2025-03-25,31965.06,0,Closed,Ontario,108
CLM000402,POL004765,AGT07058,Collision,2022-04-02,2022-04-03,3148.09,0,Denied,Saskatchewan,1
CLM000403,POL005416,AGT03403,Theft,2025-02-16,2025-04-16,64949.78,49851.99,Approved,Saskatchewan,59
CLM000404,POL003132,AGT07013,Fire,2024-06-21,2024-07-30,23858.16,1989.03,Approved,Saskatchewan,39
CLM000405,POL005173,AGT09509,Collision,2021-07-31,2021-11-24,34391.26,13752.92,Open,Quebec,116
CLM000406,POL000751,AGT08486,Flood,2022-12-16,2022-12-19,19431.01,5038.27,In Review,Manitoba,3
CLM000407,POL007093,AGT09519,Wind/Hail,2025-01-21,2025-05-04,32598.65,0,Approved,Saskatchewan,103
CLM000408,POL002348,AGT07238,Collision,2025-06-12,2025-08-04,6465.18,0,Closed,Manitoba,53
CLM000409,POL006461,AGT01052,Water Damage,2022-12-01,2023-01-01,12461.03,2968.87,Approved,Ontario,31
CLM000410,POL005612,AGT06645,Theft,2021-04-18,2021-08-16,57595.18,7920.81,Approved,Ontario,120
CLM000411,POL006375,AGT00959,Liability,2025-11-02,2026-02-08,12069.26,7542.36,Closed,Saskatchewan,98
CLM000412,POL003985,AGT04668,Collision,2023-10-17,2024-02-06,42574.41,0,Denied,Quebec,112
CLM000413,POL001940,AGT09217,Flood,2025-07-16,2025-07-22,45190.08,0,Open,Quebec,6
CLM000414,POL000149,AGT06608,Water Damage,2024-06-03,2024-08-10,23597.77,17949.82,Approved,Saskatchewan,68
CLM000415,POL000806,AGT08792,Fire,2023-07-19,2023-07-21,16339.07,12611.96,Approved,Saskatchewan,2
CLM000416,POL009728,AGT03119,Wind/Hail,2021-12-19,2022-01-15,69275.32,38747.93,Approved,Saskatchewan,27
CLM000417,POL009037,AGT06761,Wind/Hail,2023-06-16,2023-10-04,56378.63,28719.35,Open,Alberta,110
CLM000418,POL006870,AGT08239,Liability,2024-09-22,2024-10-29,11021.51,5825.77,In Review,Saskatchewan,37
CLM000419,POL006590,AGT05238,Collision,2025-04-17,2025-05-26,4650.73,1834.72,Denied,Saskatchewan,39
CLM000420,POL009797,AGT01347,Theft,2022-03-02,2022-03-30,74019.64,1017.73,In Review,Saskatchewan,28
CLM000421,POL003710,AGT08631,Collision,2023-11-23,2024-02-22,60443.62,9638.73,In Review,Saskatchewan,91
CLM000422,POL009497,AGT05279,Liability,2023-03-16,2023-06-04,40881.4,26791.36,Approved,Saskatchewan,80
CLM000423,POL003853,AGT05852,Theft,2024-08-06,2024-11-27,31463.82,1154.41,Closed,British Columbia,113
CLM000424,POL007660,AGT09126,Liability,2023-03-04,2023-04-04,25999.56,8460.23,Closed,Quebec,31
CLM000425,POL007718,AGT08961,Liability,2022-04-13,2022-05-01,50057.5,385.24,Closed,Manitoba,18
CLM000426,POL000990,AGT03546,Theft,2023-02-28,2023-06-26,16470.84,5514.12,In Review,Ontario,118
CLM000427,POL004588,AGT01271,Water Damage,2023-12-13,2024-03-10,52316.5,8515.69,In Review,British Columbia,88
CLM000428,POL005516,AGT09586,Liability,2021-10-29,2022-01-04,60356.53,13028.09,Approved,Quebec,67
CLM000429,POL009664,AGT05740,Collision,2025-10-19,2026-01-12,56699.26,0,Closed,Quebec,85
CLM000430,POL009877,AGT01998,Flood,2025-09-16,2025-12-29,12647.95,9043.7,In Review,Ontario,104
CLM000431,POL000964,AGT08995,Liability,2023-09-02,2023-10-14,55052.16,13822.87,In Review,Alberta,42
CLM000432,POL002051,AGT03239,Liability,2023-10-01,2024-01-22,3840.43,3344.72,Closed,Manitoba,113
CLM000433,POL009979,AGT05420,Fire,2021-08-12,2021-11-06,25509.95,5858.61,Approved,Manitoba,86
CLM000434,POL003732,AGT08008,Liability,2022-12-22,2023-02-13,7356.63,6665.07,Closed,Manitoba,53
CLM000435,POL000549,AGT05449,Theft,2025-07-25,2025-09-14,20738.37,0,Closed,Manitoba,51
CLM000436,POL000238,AGT02562,Fire,2025-06-27,2025-09-28,49326.42,10716.97,Closed,Saskatchewan,93
CLM000437,POL000982,AGT01998,Liability,2024-03-20,2024-05-31,15321.06,5833.86,Denied,Quebec,72
CLM000438,POL009803,AGT07462,Liability,2021-10-09,2021-10-12,54092.93,0,In Review,Ontario,3
CLM000439,POL006617,AGT00610,Water Damage,2024-01-18,2024-04-04,57096.39,21567.12,Open,Saskatchewan,77
CLM000440,POL005590,AGT03387,Liability,2024-06-17,2024-08-01,15222.45,7660.61,Closed,Saskatchewan,45
CLM000441,POL003545,AGT00576,Fire,2024-02-25,2024-05-12,3314.13,1637.72,In Review,Quebec,77
CLM000442,POL008637,AGT09949,Liability,2025-05-19,2025-06-12,70979.69,0,Open,British Columbia,24
CLM000443,POL000335,AGT06623,Theft,2023-12-01,2024-02-02,33263.31,8639.84,Denied,Alberta,63
CLM000444,POL006554,AGT07990,Theft,2022-01-20,2022-05-18,28886.25,5825.6,Closed,Alberta,118
CLM000445,POL000484,AGT04908,Collision,2021-11-20,2021-11-28,58923.76,35935.23,In Review,Saskatchewan,8
CLM000446,POL007734,AGT01481,Wind/Hail,2025-12-29,2026-02-16,41674.23,0,Approved,Alberta,49
CLM000447,POL009955,AGT09876,Collision,2025-04-08,2025-06-11,31026.34,2644.91,Denied,Saskatchewan,64
CLM000448,POL003172,AGT00275,Wind/Hail,2022-10-06,2022-12-10,72169.84,0,Denied,Saskatchewan,65
CLM000449,POL007222,AGT00392,Flood,2021-06-12,2021-08-29,69124.08,36169.96,Approved,Alberta,78
CLM000450,POL001363,AGT01339,Water Damage,2024-03-08,2024-04-28,59400.76,11102.83,Denied,British Columbia,51
CLM000451,POL008178,AGT05305,Flood,2023-11-26,2024-01-20,74725.51,57642.31,Closed,Alberta,55
CLM000452,POL004685,AGT06843,Collision,2022-07-01,2022-07-12,54183.64,5892.2,In Review,Ontario,11
CLM000453,POL004366,AGT01125,Fire,2022-04-03,2022-07-15,69433.84,67368.02,Open,British Columbia,103
CLM000454,POL002464,AGT08546,Wind/Hail,2025-11-17,2025-12-06,40156.36,33106.0,Approved,Saskatchewan,19
CLM000455,POL005524,AGT08763,Fire,2021-01-25,2021-02-27,66203.7,4833.3,Open,British Columbia,33
CLM000456,POL005144,AGT05180,Water Damage,2022-03-12,2022-05-20,67998.68,0,Approved,Manitoba,69
CLM000457,POL008409,AGT00143,Collision,2021-07-19,2021-09-02,34788.86,17155.22,In Review,Quebec,45
CLM000458,POL006493,AGT06176,Theft,2024-08-31,2024-12-11,9149.29,8400.16,Open,Saskatchewan,102
CLM000459,POL001620,AGT04885,Collision,2022-09-16,2023-01-02,60441.38,57251.56,Approved,Saskatchewan,108
CLM000460,POL006130,AGT07806,Wind/Hail,2025-11-30,2026-02-04,43355.65,31718.06,Open,Quebec,66
CLM000461,POL005599,AGT06987,Theft,2023-03-30,2023-04-16,44269.89,41965.97,Closed,Saskatchewan,17
CLM000462,POL004532,AGT07148,Wind/Hail,2023-02-03,2023-04-02,52280.69,48392.59,Denied,Manitoba,58
